Feature,Language,Term
152,Sardinian L,istella
153,Sardinian L,bastone
154,Sardinian L,pedra
155,Sardinian L,derettu
156,Sardinian L,suzzare
157,Sardinian L,sole
158,Sardinian L,unfiare
159,Sardinian L,nadare
160,Sardinian L,coa
161,Sardinian L,cuddu
162,Sardinian L,inni
163,Sardinian L,ipsos
164,Sardinian L,russu
165,Sardinian L,suttile
166,Sardinian L,pensare
167,Sardinian L,custu
168,Sardinian L,tue
169,Sardinian L,tres
170,Sardinian L,bettare
171,Sardinian L,ligare
172,Sardinian L,limba
173,Sardinian L,dente
174,Sardinian L,arbure
175,Sardinian L,girare
176,Sardinian L,duos
177,Sardinian L,vomitare
178,Sardinian L,passizzare
179,Sardinian L,caldu
180,Sardinian L,samunare
181,Sardinian L,abba
182,Sardinian L,nos
183,Sardinian L,umidu
184,Sardinian L,chi
185,Sardinian L,candu
186,Sardinian L,inue
187,Sardinian L,biancu
188,Sardinian L,chini
189,Sardinian L,largu
190,Sardinian L,femina
191,Sardinian L,bentu
192,Sardinian L,ala
193,Sardinian L,pulire
194,Sardinian L,cum
195,Sardinian L,femina
196,Sardinian L,isci
197,Sardinian L,berme
198,Sardinian L,vos
199,Sardinian L,annu
200,Sardinian L,grogu
1,Sardinian N,tottu
2,Sardinian N,e
3,Sardinian N,animale
4,Sardinian N,kisinas
5,Sardinian N,a
6,Sardinian N,
7,Sardinian N,malu
8,Sardinian N,iskortha
9,Sardinian N,proke
10,Sardinian N,entre
11,Sardinian N,mannu
12,Sardinian N,puththone
13,Sardinian N,mossikrare
14,Sardinian N,nieddu
15,Sardinian N,sambebe
16,Sardinian N,survare
17,Sardinian N,ossu
18,Sardinian N,suspirare
19,Sardinian N,brujare
20,Sardinian N,piththinneddu
21,Sardinian N,nuge
22,Sardinian N,frittu
23,Sardinian N,bennere
24,Sardinian N,kontare
25,Sardinian N,sekare
26,Sardinian N,die
27,Sardinian N,morrere
28,Sardinian N,iskavare
29,Sardinian N,bruttu
30,Sardinian N,kane
31,Sardinian N,biere
32,Sardinian N,sikku
33,Sardinian N,ispuntatu
34,Sardinian N,pruere
35,Sardinian N,urikra
36,Sardinian N,terra
37,Sardinian N,mannikare
38,Sardinian N,ovu
39,Sardinian N,okru
40,Sardinian N,rugere
41,Sardinian N,illargu
42,Sardinian N,grassu
43,Sardinian N,babbu
44,Sardinian N,timere
45,Sardinian N,pia
46,Sardinian N,pakos
47,Sardinian N,gerrare
48,Sardinian N,oku
49,Sardinian N,piske
50,Sardinian N,kimbe
51,Sardinian N,gallejjare
52,Sardinian N,iskurrere
53,Sardinian N,frore
54,Sardinian N,volare
55,Sardinian N,neula
56,Sardinian N,pede
57,Sardinian N,battoro
58,Sardinian N,astragare
59,Sardinian N,fruttora
60,Sardinian N,dare
61,Sardinian N,bonu
62,Sardinian N,erva
63,Sardinian N,virde
64,Sardinian N,entre
65,Sardinian N,pilu
66,Sardinian N,manu
67,Sardinian N,isse
68,Sardinian N,konka
69,Sardinian N,intennere
70,Sardinian N,koro
71,Sardinian N,pesante
72,Sardinian N,inokke
73,Sardinian N,kurpire
74,Sardinian N,regere
75,Sardinian N,komente
76,Sardinian N,kaththare
77,Sardinian N,maritu
78,Sardinian N,jeo
79,Sardinian N,astragu
80,Sardinian N,si
81,Sardinian N,in
82,Sardinian N,ukkiere
83,Sardinian N,iskire
84,Sardinian N,lagu
85,Sardinian N,ridere
86,Sardinian N,oththa
87,Sardinian N,manka
88,Sardinian N,anka
89,Sardinian N,imbolare
90,Sardinian N,kampare
91,Sardinian N,ikatu
92,Sardinian N,longu
93,Sardinian N,priukku
94,Sardinian N,omine
95,Sardinian N,metas
96,Sardinian N,peththa
97,Sardinian N,mama
98,Sardinian N,monte
99,Sardinian N,bukka
100,Sardinian N,numene
101,Sardinian N,astrintu
102,Sardinian N,akkurthu
103,Sardinian N,thukru
104,Sardinian N,novu
105,Sardinian N,notte
106,Sardinian N,nare
107,Sardinian N,no
108,Sardinian N,veththu
109,Sardinian N,unu
110,Sardinian N,ateru
111,Sardinian N,pessone
112,Sardinian N,jokare
113,Sardinian N,istriththire
114,Sardinian N,ispingere
115,Sardinian N,proere
116,Sardinian N,ruju
117,Sardinian N,justu
118,Sardinian N,derettu
119,Sardinian N,rivu
120,Sardinian N,via
121,Sardinian N,raikina
122,Sardinian N,kannau
123,Sardinian N,iskussertu
124,Sardinian N,
125,Sardinian N,sale
126,Sardinian N,rena
127,Sardinian N,narrere
128,Sardinian N,grattare tura
129,Sardinian N,mare
130,Sardinian N,videre
131,Sardinian N,semene
132,Sardinian N,kosire
133,Sardinian N,arrottatu
134,Sardinian N,kurthu
135,Sardinian N,kantare
136,Sardinian N,sedere
137,Sardinian N,pedde
138,Sardinian N,kelu
139,Sardinian N,durmire
140,Sardinian N,minore
141,Sardinian N,nuskare
142,Sardinian N,umu
143,Sardinian N,pranu
144,Sardinian N,therpente
145,Sardinian N,frokka
146,Sardinian N,karki
147,Sardinian N,gruspire
148,Sardinian N,ispakkare
149,Sardinian N,ispremere
150,Sardinian N,istukkiththare
151,Sardinian N,istare
152,Sardinian N,isteddu
153,Sardinian N,ramu
154,Sardinian N,preta
155,Sardinian N,derettu
156,Sardinian N,suththare
157,Sardinian N,sole
158,Sardinian N,uffrare
159,Sardinian N,anatare
160,Sardinian N,koa
161,Sardinian N,kussu
162,Sardinian N,in kue
163,Sardinian N,issos
164,Sardinian N,grussu
165,Sardinian N,romasu
166,Sardinian N,pessare
167,Sardinian N,kustu
168,Sardinian N,tue
169,Sardinian N,tres
170,Sardinian N,gettare
171,Sardinian N,ligare
172,Sardinian N,limba
173,Sardinian N,dente
174,Sardinian N,unnu
175,Sardinian N,ortare
176,Sardinian N,duos
177,Sardinian N,bombere
178,Sardinian N,annare
179,Sardinian N,kaente
180,Sardinian N,lavare
181,Sardinian N,abba
182,Sardinian N,nois
183,Sardinian N,ifustu
184,Sardinian N,itte
185,Sardinian N,kando
186,Sardinian N,inumbe
187,Sardinian N,bianku
188,Sardinian N,kie
189,Sardinian N,largu
190,Sardinian N,muththere
191,Sardinian N,ventu
192,Sardinian N,ala
193,Sardinian N,innettare
194,Sardinian N,kin
195,Sardinian N,emina
196,Sardinian N,busku
197,Sardinian N,merme
198,Sardinian N,vois
199,Sardinian N,annu
200,Sardinian N,grogu
1,Serbocroatian,sav
2,Serbocroatian,i
3,Serbocroatian,zivotinja
4,Serbocroatian,pepeo
5,Serbocroatian,kod
6,Serbocroatian,pozadi
7,Serbocroatian,zao
8,Serbocroatian,kora
9,Serbocroatian,zato
10,Serbocroatian,trbuh
11,Serbocroatian,velik
12,Serbocroatian,ptica
13,Serbocroatian,ugristi
14,Serbocroatian,crn
15,Serbocroatian,krv
16,Serbocroatian,duvati
17,Serbocroatian,kost
18,Serbocroatian,disati
19,Serbocroatian,paliti
20,Serbocroatian,dete
21,Serbocroatian,oblak
22,Serbocroatian,hladno
23,Serbocroatian,doci
24,Serbocroatian,racunati
25,Serbocroatian,seci
26,Serbocroatian,dan
27,Serbocroatian,umreti
28,Serbocroatian,kopati
29,Serbocroatian,prljav
30,Serbocroatian,pas
31,Serbocroatian,piti
32,Serbocroatian,suv
33,Serbocroatian,tup
34,Serbocroatian,prasina
35,Serbocroatian,uvo
36,Serbocroatian,zemlja
37,Serbocroatian,jesti
38,Serbocroatian,jaje
39,Serbocroatian,oko
40,Serbocroatian,pasti
41,Serbocroatian,dalek
42,Serbocroatian,mast
43,Serbocroatian,otac
44,Serbocroatian,bojati se
45,Serbocroatian,pero
46,Serbocroatian,nekoliko
47,Serbocroatian,boriti se
48,Serbocroatian,vatra
49,Serbocroatian,riba
50,Serbocroatian,pet
51,Serbocroatian,ploviti
52,Serbocroatian,teci
53,Serbocroatian,cvet
54,Serbocroatian,leteti
55,Serbocroatian,magla
56,Serbocroatian,noga
57,Serbocroatian,cetiri
58,Serbocroatian,slediti se
59,Serbocroatian,voce
60,Serbocroatian,dati
61,Serbocroatian,dobar
62,Serbocroatian,trava
63,Serbocroatian,zelen
64,Serbocroatian,utroba
65,Serbocroatian,kosa
66,Serbocroatian,ruka
67,Serbocroatian,on
68,Serbocroatian,glava
69,Serbocroatian,cuti
70,Serbocroatian,srce
71,Serbocroatian,tezak
72,Serbocroatian,ovde
73,Serbocroatian,udariti
74,Serbocroatian,drzati
75,Serbocroatian,kako
76,Serbocroatian,loviti
77,Serbocroatian,muz
78,Serbocroatian,ja
79,Serbocroatian,led
80,Serbocroatian,ako
81,Serbocroatian,u
82,Serbocroatian,ubiti
83,Serbocroatian,znati
84,Serbocroatian,jezero
85,Serbocroatian,smijati se
86,Serbocroatian,list
87,Serbocroatian,ljevica
88,Serbocroatian,noga
89,Serbocroatian,lezati
90,Serbocroatian,ziviti
91,Serbocroatian,jetra
92,Serbocroatian,dug
93,Serbocroatian,us
94,Serbocroatian,covek
95,Serbocroatian,mnogi
96,Serbocroatian,meso
97,Serbocroatian,majka
98,Serbocroatian,gora
99,Serbocroatian,usta
100,Serbocroatian,ime
101,Serbocroatian,uzak
102,Serbocroatian,blizu
103,Serbocroatian,vrat
104,Serbocroatian,nov
105,Serbocroatian,noc
106,Serbocroatian,nos
107,Serbocroatian,ne
108,Serbocroatian,star
109,Serbocroatian,jedan
110,Serbocroatian,drugi
111,Serbocroatian,osoba
112,Serbocroatian,igrati se
113,Serbocroatian,vuci
114,Serbocroatian,gurati
115,Serbocroatian,kisiti
116,Serbocroatian,crven
117,Serbocroatian,ispravno
118,Serbocroatian,desnica
119,Serbocroatian,reka
120,Serbocroatian,put
121,Serbocroatian,koren
122,Serbocroatian,konopac
123,Serbocroatian,gnjio
124,Serbocroatian,trenje
125,Serbocroatian,sol
126,Serbocroatian,pesak
127,Serbocroatian,kazati
128,Serbocroatian,cesati
129,Serbocroatian,more
130,Serbocroatian,videti
131,Serbocroatian,seme
132,Serbocroatian,siti
133,Serbocroatian,ostar
134,Serbocroatian,kratak
135,Serbocroatian,pevati
136,Serbocroatian,sediti
137,Serbocroatian,koza
138,Serbocroatian,nebo
139,Serbocroatian,spavati
140,Serbocroatian,mali
141,Serbocroatian,mirisati
142,Serbocroatian,dim
143,Serbocroatian,gladak
144,Serbocroatian,zmija
145,Serbocroatian,sneg
146,Serbocroatian,neki
147,Serbocroatian,pljuvati
148,Serbocroatian,kalati
149,Serbocroatian,proturati
150,Serbocroatian,ubosti
151,Serbocroatian,stajati
152,Serbocroatian,zvezda
153,Serbocroatian,stap
154,Serbocroatian,kamen
155,Serbocroatian,uspravan
156,Serbocroatian,sisati
157,Serbocroatian,sunce
158,Serbocroatian,oteci
159,Serbocroatian,plivati
160,Serbocroatian,rep
161,Serbocroatian,da
162,Serbocroatian,tamo
163,Serbocroatian,oni
164,Serbocroatian,debeo
165,Serbocroatian,tanak
166,Serbocroatian,misliti
167,Serbocroatian,ovaj
168,Serbocroatian,ti
169,Serbocroatian,tri
170,Serbocroatian,baciti
171,Serbocroatian,vezati
172,Serbocroatian,jezik
173,Serbocroatian,zub
174,Serbocroatian,drvo
175,Serbocroatian,okrenuti se
176,Serbocroatian,dva
177,Serbocroatian,povracati
178,Serbocroatian,setati
179,Serbocroatian,toplo
180,Serbocroatian,prati
181,Serbocroatian,voda
182,Serbocroatian,mi
183,Serbocroatian,mokar
184,Serbocroatian,sto
185,Serbocroatian,kada
186,Serbocroatian,gde
187,Serbocroatian,belo
188,Serbocroatian,tko
189,Serbocroatian,sirok
190,Serbocroatian,"zena,supruga"
191,Serbocroatian,vetar
192,Serbocroatian,krilo
193,Serbocroatian,obrisac
194,Serbocroatian,sa
195,Serbocroatian,zena
196,Serbocroatian,suma
197,Serbocroatian,crv
198,Serbocroatian,vi
199,Serbocroatian,godina
200,Serbocroatian,zut
1,Singhalese,okkama
2,Singhalese,saha
3,Singhalese,sata
4,Singhalese,alu
5,Singhalese,e
6,Singhalese,passa
7,Singhalese,naraka
8,Singhalese,potta
9,Singhalese,nisa
10,Singhalese,bada
11,Singhalese,loku
12,Singhalese,kurulla
13,Singhalese,hapanawa
14,Singhalese,kalu
15,Singhalese,le
16,Singhalese,hamanava
17,Singhalese,katuwa
18,Singhalese,"husma,ganawa"
19,Singhalese,piccenawa
20,Singhalese,"lamaya,daruva"
21,Singhalese,valakula
22,Singhalese,si tala
23,Singhalese,anawa
24,Singhalese,"ganan,karanawa"
25,Singhalese,kapanawa
26,Singhalese,daval
27,Singhalese,marenawa
28,Singhalese,haranawa
29,Singhalese,kilutu
30,Singhalese,balla
31,Singhalese,bonawa
32,Singhalese,"velicca,viyali"
33,Singhalese,motta
34,Singhalese,duwili
35,Singhalese,kana
36,Singhalese,pasa
37,Singhalese,kanawa
38,Singhalese,bittara
39,Singhalese,asa
40,Singhalese,vitenawa
41,Singhalese,dura
42,Singhalese,tela
43,Singhalese,"piya,tatta"
44,Singhalese,baya
45,Singhalese,pihatta
46,Singhalese,tika
47,Singhalese,sandu
48,Singhalese,gindara
49,Singhalese,malu
50,Singhalese,paha
51,Singhalese,pavenawa
52,Singhalese,galanawa
53,Singhalese,mala
54,Singhalese,piha
55,Singhalese,miouma
56,Singhalese,"kakula,paya"
57,Singhalese,hatara
58,Singhalese,sita
59,Singhalese,"palaturu,phala"
60,Singhalese,denawa
61,Singhalese,honda
62,Singhalese,tanakola
63,Singhalese,kola
64,Singhalese,badavel
65,Singhalese,"kes,konde"
66,Singhalese,ata
67,Singhalese,ohu
68,Singhalese,"oluwa,hisa"
69,Singhalese,ahanawa
70,Singhalese,"papuwa,hradaya"
71,Singhalese,bara
72,Singhalese,metana
73,Singhalese,gahanawa
74,Singhalese,allaganawa
75,Singhalese,kohomada
76,Singhalese,dadayam
77,Singhalese,"purusaya,swamiya"
78,Singhalese,mama
79,Singhalese,hima
80,Singhalese,tot
81,Singhalese,hi atula
82,Singhalese,maranawa
83,Singhalese,karunu
84,Singhalese,wewa
85,Singhalese,hinawenawa
86,Singhalese,kolaya
87,Singhalese,vamata
88,Singhalese,kakula
89,Singhalese,ala
90,Singhalese,jivat
91,Singhalese,pikudu
92,Singhalese,diga
93,Singhalese,tadiya
94,Singhalese,miniha
95,Singhalese,hungak
96,Singhalese,mas
97,Singhalese,"mava,amma"
98,Singhalese,kanda
99,Singhalese,kata
100,Singhalese,nama
101,Singhalese,patu
102,Singhalese,langa
103,Singhalese,kara
104,Singhalese,"nava,alut"
105,Singhalese,ra
106,Singhalese,nahaya
107,Singhalese,naha
108,Singhalese,naki
109,Singhalese,eka
110,Singhalese,"ara,anek"
111,Singhalese,miniha
112,Singhalese,sellam
113,Singhalese,adinawa
114,Singhalese,tallu
115,Singhalese,vahinawa
116,Singhalese,"rata,ratu"
117,Singhalese,hari
118,Singhalese,dakunata
119,Singhalese,ganga
120,Singhalese,para
121,Singhalese,mula
122,Singhalese,lanuwa
123,Singhalese,diracca
124,Singhalese,madinawa
125,Singhalese,lunu
126,Singhalese,vali
127,Singhalese,kiyanawa
128,Singhalese,kasanawa
129,Singhalese,muhuda
130,Singhalese,balanava
131,Singhalese,"ata,bija"
132,Singhalese,mahanawa
133,Singhalese,muhata
134,Singhalese,kota
135,Singhalese,sinou
136,Singhalese,indaganawa
137,Singhalese,hama
138,Singhalese,ahasa
139,Singhalese,nidiyaganawa
140,Singhalese,"podi,kuda"
141,Singhalese,imbinawa
142,Singhalese,duma
143,Singhalese,silinou
144,Singhalese,naya
145,Singhalese,hima
146,Singhalese,tika
147,Singhalese,kelagahanawa
148,Singhalese,palanawa
149,Singhalese,mirikanawa
150,Singhalese,aninawa
151,Singhalese,hitaganawa
152,Singhalese,taruva
153,Singhalese,"dara,dara"
154,Singhalese,gala
155,Singhalese,kelin
156,Singhalese,uranawa
157,Singhalese,ira
158,Singhalese,idimenawa
159,Singhalese,pinanawa
160,Singhalese,valigaya
161,Singhalese,aka
162,Singhalese,etana
163,Singhalese,"ovhu,ohu"
164,Singhalese,mahata
165,Singhalese,hini
166,Singhalese,hitanawa
167,Singhalese,me
168,Singhalese,umba
169,Singhalese,tuna
170,Singhalese,visi
171,Singhalese,bandinawa
172,Singhalese,diva
173,Singhalese,data
174,Singhalese,gasa
175,Singhalese,harenawa
176,Singhalese,deka
177,Singhalese,vamaranawa
178,Singhalese,avidinawa
179,Singhalese,rasne
180,Singhalese,sodanawa
181,Singhalese,watura
182,Singhalese,api
183,Singhalese,teta
184,Singhalese,mokada
185,Singhalese,koi
186,Singhalese,kotanada
187,Singhalese,sudu
188,Singhalese,kavuda
189,Singhalese,palal
190,Singhalese,"biriya,gani"
191,Singhalese,sulanga
192,Singhalese,tatta
193,Singhalese,pihadanawa
194,Singhalese,samaga
195,Singhalese,"gani,istriyak"
196,Singhalese,kale
197,Singhalese,panuwa
198,Singhalese,umbala
199,Singhalese,avurudda
200,Singhalese,kaha
1,Slovak,vsetko
2,Slovak,"a,i"
3,Slovak,zver
4,Slovak,popol
5,Slovak,pri
6,Slovak,"nazpat,nazad"
7,Slovak,zly
8,Slovak,kora
9,Slovak,"bo,lebo"
10,Slovak,brucho
11,Slovak,vel ky
12,Slovak,vtak
13,Slovak,kusnut
14,Slovak,cierny
15,Slovak,krv
16,Slovak,dut
17,Slovak,kost
18,Slovak,dychat
19,Slovak,"zhoret,palit"
20,Slovak,dieta
21,Slovak,oblak
22,Slovak,studeny
23,Slovak,prist
24,Slovak,pocitat
25,Slovak,rezat
26,Slovak,den
27,Slovak,umierat
28,Slovak,kopat
29,Slovak,brudny
30,Slovak,pes
31,Slovak,pit
32,Slovak,suchy
33,Slovak,tupy
34,Slovak,prach
35,Slovak,ucho
36,Slovak,"zem,poda"
37,Slovak,jest
38,Slovak,vajce
39,Slovak,oko
40,Slovak,padat
41,Slovak,d aleky
42,Slovak,tlsty
43,Slovak,otec
44,Slovak,bat sa
45,Slovak,pero
46,Slovak,"niekolko,malo"
47,Slovak,"bit sa,bojovat,zapasit"
48,Slovak,ohen
49,Slovak,ryba
50,Slovak,pat
51,Slovak,plavat
52,Slovak,plynut
53,Slovak,kvet
54,Slovak,letet
55,Slovak,hmla
56,Slovak,noha
57,Slovak,styri
58,Slovak,mrznut
59,Slovak,ovocie
60,Slovak,dat
61,Slovak,dobry
62,Slovak,trava
63,Slovak,travnik
64,Slovak,vnutornosti
65,Slovak,vlas
66,Slovak,ruka
67,Slovak,on
68,Slovak,hlava
69,Slovak,cut
70,Slovak,srdce
71,Slovak,tazky
72,Slovak,"tu,sem"
73,Slovak,"uderit,udierat"
74,Slovak,drzat
75,Slovak,"ako,jako"
76,Slovak,honit
77,Slovak,manzel
78,Slovak,ja
79,Slovak,l ad
80,Slovak,"ked,keby,ak"
81,Slovak,"v,vo"
82,Slovak,zabit
83,Slovak,"vediet,znat"
84,Slovak,jazero
85,Slovak,smiat sa
86,Slovak,list
87,Slovak,l avy
88,Slovak,noha
89,Slovak,lezat
90,Slovak,zit
91,Slovak,pecen
92,Slovak,dlhy
93,Slovak,vos
94,Slovak,"chlap,muz"
95,Slovak,"mnohy,nejeden,vel a"
96,Slovak,maso
97,Slovak,matka
98,Slovak,hora
99,Slovak,usta
100,Slovak,meno
101,Slovak,uzky
102,Slovak,blizky
103,Slovak,krk
104,Slovak,novy
105,Slovak,noc
106,Slovak,nos
107,Slovak,nie
108,Slovak,stary
109,Slovak,jeden
110,Slovak,iny
111,Slovak,osoba
112,Slovak,"hrat,bavitsa"
113,Slovak,t ahat
114,Slovak,strkat
115,Slovak,prsat
116,Slovak,cerveny
117,Slovak,spravny
118,Slovak,pravy
119,Slovak,rieka
120,Slovak,cesta
121,Slovak,koren
122,Slovak,"povraz,motuz"
123,Slovak,zhnity
124,Slovak,tret
125,Slovak,sol
126,Slovak,piesok
127,Slovak,"hovorit,rieknut"
128,Slovak,skrabat
129,Slovak,more
130,Slovak,videt
131,Slovak,semeno
132,Slovak,sit
133,Slovak,ostry
134,Slovak,kratky
135,Slovak,spievat
136,Slovak,sedet
137,Slovak,koza
138,Slovak,"obloha,nebo"
139,Slovak,spat
140,Slovak,maly
141,Slovak,"nuchat,vonat,pachnut"
142,Slovak,"dym,kur"
143,Slovak,hladky
144,Slovak,had
145,Slovak,sneh
146,Slovak,niektory
147,Slovak,pl ut
148,Slovak,"stiepat,rozstiepit"
149,Slovak,tisnut
150,Slovak,"bodat,pichat"
151,Slovak,stat
152,Slovak,hviezda
153,Slovak,prut
154,Slovak,kamen
155,Slovak,rovny
156,Slovak,sat
157,Slovak,slnko
158,Slovak,puchnut
159,Slovak,plavat
160,Slovak,chvost
161,Slovak,"ten,ta,to"
162,Slovak,tam
163,Slovak,"oni,ony"
164,Slovak,"hruby,husty"
165,Slovak,tenky
166,Slovak,myslet
167,Slovak,"ten,ta,to"
168,Slovak,ty
169,Slovak,tri
170,Slovak,"dodit,hadzat"
171,Slovak,"viazat,sputat"
172,Slovak,jazyk
173,Slovak,zub
174,Slovak,strom
175,Slovak,"obracat,tocit"
176,Slovak,dva
177,Slovak,vyvravat
178,Slovak,chodit
179,Slovak,teply
180,Slovak,myt
181,Slovak,voda
182,Slovak,my
183,Slovak,mokry
184,Slovak,co
185,Slovak,kedy
186,Slovak,kde
187,Slovak,biely
188,Slovak,kto
189,Slovak,siroky
190,Slovak,"manzelka,zena"
191,Slovak,vietor
192,Slovak,kridlo
193,Slovak,utret
194,Slovak,"s,so"
195,Slovak,zena
196,Slovak,les
197,Slovak,cerv
198,Slovak,vy
199,Slovak,rok
200,Slovak,zlty
1,Slovenian,"celo,vse"
2,Slovenian,in
3,Slovenian,zivali
4,Slovenian,pepju
5,Slovenian,"ne,k"
6,Slovenian,herbet
7,Slovenian,slabu
8,Slovenian,lupod drva
9,Slovenian,zato
10,Slovenian,trebuh
11,Slovenian,velika
12,Slovenian,tick
13,Slovenian,grizt
14,Slovenian,crnu
15,Slovenian,kri
16,Slovenian,piha sapa
17,Slovenian,kust
18,Slovenian,"dihat,dihas"
19,Slovenian,zgoret
20,Slovenian,mlat otrok
21,Slovenian,oblak
22,Slovenian,mraz
23,Slovenian,prtdi
24,Slovenian,stet
25,Slovenian,rezat
26,Slovenian,dan
27,Slovenian,umrt
28,Slovenian,kopat
29,Slovenian,umazanu
30,Slovenian,pas
31,Slovenian,pit
32,Slovenian,suho
33,Slovenian,skrhan
34,Slovenian,prah
35,Slovenian,usesu
36,Slovenian,zemla
37,Slovenian,jest
38,Slovenian,jajce
39,Slovenian,oko
40,Slovenian,pade
41,Slovenian,dalec
42,Slovenian,mast
43,Slovenian,oce
44,Slovenian,strah
45,Slovenian,peru
46,Slovenian,nekaj
47,Slovenian,tjepes
48,Slovenian,ogen
49,Slovenian,riba
50,Slovenian,pjt
51,Slovenian,plavat
52,Slovenian,plavati
53,Slovenian,"cvet,raze"
54,Slovenian,leteti
55,Slovenian,megla
56,Slovenian,stapolu
57,Slovenian,stjri
58,Slovenian,zmrzne
59,Slovenian,sadje
60,Slovenian,"dati,daj"
61,Slovenian,dobro
62,Slovenian,trava
63,Slovenian,zeleno
64,Slovenian,cejva
65,Slovenian,lasje
66,Slovenian,raka
67,Slovenian,on
68,Slovenian,glava
69,Slovenian,cujes
70,Slovenian,srcj
71,Slovenian,"tezko,tesko"
72,Slovenian,tukaj
73,Slovenian,udarit
74,Slovenian,drzat u raki
75,Slovenian,kako
76,Slovenian,jagat
77,Slovenian,mas
78,Slovenian,jest
79,Slovenian,lett
80,Slovenian,cebiblo
81,Slovenian,notri
82,Slovenian,ubijat
83,Slovenian,znas
84,Slovenian,jezero
85,Slovenian,smejat
86,Slovenian,peru
87,Slovenian,"levic,leva raka"
88,Slovenian,noga
89,Slovenian,lezi
90,Slovenian,zivi
91,Slovenian,jtra
92,Slovenian,dovgu
93,Slovenian,usi
94,Slovenian,"moz,maski"
95,Slovenian,dosti
96,Slovenian,meso
97,Slovenian,mati
98,Slovenian,gore
99,Slovenian,vujsta
100,Slovenian,imj
101,Slovenian,"tesen,vasko"
102,Slovenian,blizii
103,Slovenian,vrat
104,Slovenian,nova
105,Slovenian,noc
106,Slovenian,nus
107,Slovenian,nje
108,Slovenian,"star,stara,starii"
109,Slovenian,aden
110,Slovenian,drugi
111,Slovenian,osjba
112,Slovenian,se jgrat
113,Slovenian,natzrat
114,Slovenian,porivat
115,Slovenian,"dez,des pada"
116,Slovenian,rudjce
117,Slovenian,prov
118,Slovenian,desna raka
119,Slovenian,potok
120,Slovenian,cesta
121,Slovenian,koreruka
122,Slovenian,spah
123,Slovenian,grula
124,Slovenian,"mazati,drgni"
125,Slovenian,sov
126,Slovenian,pesk
127,Slovenian,reci
128,Slovenian,podrgni
129,Slovenian,morje
130,Slovenian,vidis
131,Slovenian,seme
132,Slovenian,sivat
133,Slovenian,oster
134,Slovenian,kratko
135,Slovenian,peti
136,Slovenian,sedet
137,Slovenian,koza
138,Slovenian,nebo
139,Slovenian,spati
140,Slovenian,"majken,mickn"
141,Slovenian,smrdi
142,Slovenian,dim
143,Slovenian,gladko
144,Slovenian,kaca
145,Slovenian,snek
146,Slovenian,malo
147,Slovenian,pluni
148,Slovenian,rascepaj
149,Slovenian,stisni
150,Slovenian,dregne
151,Slovenian,staj
152,Slovenian,zvezdo
153,Slovenian,palca
154,Slovenian,kamen
155,Slovenian,nreovnajt
156,Slovenian,sosat
157,Slovenian,sunce
158,Slovenian,zeteklu
159,Slovenian,je sov se kapat
160,Slovenian,ripp
161,Slovenian,tisto
162,Slovenian,tom
163,Slovenian,oni
164,Slovenian,gosto
165,Slovenian,retko
166,Slovenian,zamislit
167,Slovenian,tu
168,Slovenian,
169,Slovenian,tri
170,Slovenian,vrzi
171,Slovenian,zvezi
172,Slovenian,jezik
173,Slovenian,od naprej zoby
174,Slovenian,drev
175,Slovenian,abrni se
176,Slovenian,dua
177,Slovenian,kozlat
178,Slovenian,hodit
179,Slovenian,gorko
180,Slovenian,prat
181,Slovenian,voda
182,Slovenian,mi
183,Slovenian,makro
184,Slovenian,kay
185,Slovenian,kedaj
186,Slovenian,kje
187,Slovenian,kelo
188,Slovenian,kedu
189,Slovenian,sroko
190,Slovenian,zena
191,Slovenian,sapa
192,Slovenian,kreluta
193,Slovenian,abresi
194,Slovenian,zmono
195,Slovenian,zenska
196,Slovenian,dovo
197,Slovenian,glista
198,Slovenian,je
199,Slovenian,leto
200,Slovenian,numeno
1,Spanish,todo
2,Spanish,y
3,Spanish,animal
4,Spanish,ceniza
5,Spanish,a
6,Spanish,"dorso,espalda"
7,Spanish,mal
8,Spanish,corteza
9,Spanish,porque
10,Spanish,vientre
11,Spanish,grande
12,Spanish,"ave,pajaro"
13,Spanish,morder
14,Spanish,negro
15,Spanish,sangre
16,Spanish,soplar
17,Spanish,hueso
18,Spanish,respirar
19,Spanish,arder
20,Spanish,nino
21,Spanish,nube
22,Spanish,frio
23,Spanish,venir
24,Spanish,contar
25,Spanish,cortar
26,Spanish,dia
27,Spanish,morir
28,Spanish,cavar
29,Spanish,sucio
30,Spanish,perro
31,Spanish,beber
32,Spanish,"seco,arido"
33,Spanish,embotado
34,Spanish,polvo
35,Spanish,oreja
36,Spanish,tierra
37,Spanish,comer
38,Spanish,huevo
39,Spanish,ojo
40,Spanish,caer
41,Spanish,lejos
42,Spanish,grasa
43,Spanish,padre
44,Spanish,temer
45,Spanish,pluma
46,Spanish,poco
47,Spanish,"batallar,combatir"
48,Spanish,fuego
49,Spanish,pez
50,Spanish,cinco
51,Spanish,flotar
52,Spanish,fluir
53,Spanish,flor
54,Spanish,volar
55,Spanish,niebla
56,Spanish,pie
57,Spanish,cuatro
58,Spanish,helar
59,Spanish,fruto
60,Spanish,dar
61,Spanish,bueno
62,Spanish,hierba
63,Spanish,verde
64,Spanish,intestino
65,Spanish,"cabello,pelo"
66,Spanish,mano
67,Spanish,el
68,Spanish,cabeza
69,Spanish,oir
